@relation clima

@attribute data date 'dd/MM/yyyy'

@attribute direcao_vento integer
@attribute velocidade_vento real
@attribute velocidade_rajada real

@attribute insolacao_total real

@attribute dias_chuvosos integer
@attribute precipitacao_total real

@attribute temperatura_maxima real
@attribute temperatura_media real
@attribute temperatura_minima real

@attribute umidade_media real

@data
01/03/1989,?,?,?,218.9,?,?,?,?,?,?
01/04/1989,?,?,?,253.7,?,?,?,?,?,?
01/05/1989,?,?,?,180.3,?,?,?,?,?,?
01/06/1989,?,?,?,145.8,?,?,?,?,?,?
01/07/1989,?,?,?,213.8,?,?,?,?,?,?
01/08/1989,?,?,?,150.1,?,?,?,?,?,?
01/09/1989,?,?,?,164.4,?,?,?,?,?,?
01/10/1989,?,?,?,118,?,?,?,?,?,?
01/11/1989,?,?,?,92.2,?,?,?,?,?,?
01/12/1989,?,?,?,142.3,?,?,?,?,?,?
01/01/1990,?,?,?,310.4,?,?,31.554839,27.019355,23.654839,71.554839
01/02/1990,?,?,?,229.6,?,?,32,27.517857,24.05,74.132143
01/03/1990,?,?,?,261.5,?,?,32.203226,27.829032,24.412903,75.264516
01/04/1990,?,?,?,247.4,?,?,31.513333,27.116667,23.896667,76.543333
01/05/1990,?,?,?,209.9,?,?,28.03871,24.129032,20.929032,74.654839
01/06/1990,?,?,?,156.7,?,?,27.185185,23.284211,20.414815,78.521053
01/07/1990,?,?,?,?,?,?,?,?,?,?
01/08/1990,?,?,?,?,?,?,?,?,?,?
01/09/1990,?,?,?,?,?,?,?,?,?,?
01/10/1990,?,?,?,?,1,305.4,?,?,?,?
01/11/1990,?,?,?,?,?,?,29.57,?,22.7,?
01/12/1990,?,?,?,?,?,?,?,?,?,?
01/01/1991,?,?,?,?,?,?,?,?,?,?
01/02/1991,?,?,?,?,?,?,30.021053,?,23.242105,?
01/03/1991,?,?,?,?,?,?,30.195,?,23.46,?
01/04/1991,?,?,?,?,?,?,29.545455,?,22.581818,?
01/05/1991,?,?,?,?,?,?,27.152381,?,20.904762,?
01/06/1991,?,?,?,?,?,?,26.935,?,20.05,?
01/07/1991,?,?,?,134.8,?,?,25.245161,?,19.393548,?
01/08/1991,?,?,?,191.5,?,?,25.719355,?,19.164516,?
01/09/1991,?,?,?,120.3,?,?,25.7,?,19.293333,?
01/10/1991,?,?,?,152.2,15,?,27.083871,?,21.016129,?
01/11/1991,?,?,?,110.7,?,?,28.272414,?,22.075862,?
01/12/1991,?,?,?,176.6,?,?,30.932258,?,23.783333,?
01/01/1992,?,?,?,?,?,?,?,?,?,?
01/02/1992,36,3.766667,8.3,194.3,?,54.2,29.772414,?,23.206897,?
01/03/1992,?,?,?,?,?,?,?,?,?,?
01/04/1992,36,4.282353,9,141.7,?,36.4,29.953333,?,23.233333,?
01/05/1992,5,3.330189,8.8,198.9,?,46.6,29.529032,?,22.293548,?
01/06/1992,36,3.594382,7.3,191.1,?,83.1,27.5,23.342667,20.476667,76.383333
01/07/1992,23,4.023656,8.5,172.6,?,156.9,25.635484,21.996129,19.33871,78.846774
01/08/1992,36,4.053763,9.8,137.6,?,127.3,25.229032,21.803226,19.280645,77.040323
01/09/1992,36,4.427778,9.5,105.6,18,110.6,25.566667,22.252667,20,78.85
01/10/1992,5,4.203226,9.5,112.8,17,234,27.112903,23.715484,21.225806,79.983871
01/11/1992,5,4.463333,8.6,141.4,18,325.5,27.55,24.332,21.61,80.225
01/12/1992,5,3.851613,8.5,124.1,20,235.2,28.241935,24.869032,22.135484,80.879032
01/01/1993,5,4.637634,9.8,235.4,?,84.1,31,26.86,23.629032,?
01/02/1993,5,4.764286,7.3,247.1,?,11.6,31.667857,27.32,24.014286,?
01/03/1993,5,4.680645,8.1,259.6,?,45.4,32.596774,27.72,24.345161,71.16129
01/04/1993,18,3.473333,7,175.8,?,116.6,30.05,26.143333,23.08,77.833333
01/05/1993,18,4.508602,9.1,167.8,?,115.9,27.441935,23.878065,21.229032,76.233871
01/06/1993,18,3.653333,8.1,165.5,?,71.8,25.783333,22.166,19.536667,79.375
01/07/1993,36,3.736559,8.6,191.7,?,40.9,26.735484,22.85871,20.287097,77.66129
01/08/1993,36,3.85914,7.8,159.9,?,39.1,25.732258,21.970968,19.112903,75.975806
01/09/1993,36,4.935556,10,160.1,?,49.3,27.626667,23.592,20.59,73.858333
01/10/1993,36,4.933333,11,196.8,?,87.8,27.996774,24.30129,21.53871,74.33871
01/11/1993,5,5.208889,9,?,?,95.2,29.386667,25.702,22.76,74.566667
01/12/1993,5,4.930108,10.3,?,?,229.7,29.480645,25.935484,23.248387,76.322581
01/01/1994,36,4.442857,9,?,?,275.4,30.816129,26.6,23.580645,80.483871
01/02/1994,36,4.57619,8.5,?,?,37.7,32.042857,27.749286,24.657143,72.151786
01/03/1994,18,4.151613,9.6,129.9,16,187.5,30.370968,26.314839,23.516129,78.403226
01/04/1994,18,3.801111,8,?,?,137.1,28.663333,25.052667,22.386667,79.058333
01/05/1994,36,3.3,6.8,?,?,100.2,28.916129,24.932903,22.077419,78.572581
01/06/1994,18,3.373333,8.5,?,?,19,26.723333,22.985333,20.193333,75.983333
01/07/1994,36,3.987097,9,215.5,?,70.9,26.564516,22.40129,19.506452,76.709677
01/08/1994,18,3.988172,10.1,213.6,?,24.3,25.606452,22.009677,19.180645,71.5
01/09/1994,36,4.69,9.3,178.2,?,35.9,26.23,22.790667,20.066667,72.966667
01/10/1994,36,5.073118,10.8,189.6,?,108.7,27.609677,24.184516,21.383871,75.120968
01/11/1994,36,5.712222,10,167.9,?,92.4,29.043333,25.216667,22.426667,73.641667
01/12/1994,36,4.695699,8.3,188.3,?,108.5,30.322581,26.418065,23.296774,76.314516
01/01/1995,5,5.27957,11.3,287.2,?,8.5,32.532258,27.869032,24.522581,70.241935
01/02/1995,36,4.12381,9,196.2,?,48.7,32.017857,27.844286,24.739286,74.714286
01/03/1995,36,3.925806,10.1,215.4,?,134.1,30.990323,27.194194,24.151613,75.991935
01/04/1995,18,3.663333,7.5,174.9,?,116.9,28.773333,25.312667,22.483333,78.625
01/05/1995,23,3.495699,7.3,188,?,156.4,27.680645,24.274194,21.683871,78.217742
01/06/1995,36,3.275556,7.8,233.4,?,6.2,27.413333,23.229333,20.06,73.558333
01/07/1995,36,3.172043,6.5,198.4,16,86.9,26.751613,23.133548,20.503226,78.185484
01/08/1995,36,4.337634,9.5,247.7,?,76,27.983871,23.668387,20.616129,73.362903
01/09/1995,36,5.295556,10,170.7,?,53.3,27.45,23.395333,20.536667,74.158333
01/10/1995,36,4.542391,10.5,158.9,?,260.4,28.035484,24.280645,21.358065,77.951613
01/11/1995,36,4.5,11.1,176.6,17,318.7,27.816667,24.509333,21.626667,77.658333
01/12/1995,36,4.174194,9,114,26,241.6,28.925806,25.441935,22.570968,81.790323
01/01/1996,36,5.513333,9.6,253.2,?,67,31.874194,27.450968,24.151613,72.862903
01/02/1996,36,4.650575,9.5,276.9,?,70.6,33.058621,28.286897,24.903448,71.060345
01/03/1996,36,4.112903,8.5,236.5,?,96.9,32.03871,27.844516,24.754839,76.193548
01/04/1996,18,3.634444,9.5,178.1,15,157.2,29.426667,25.611333,22.583333,77.433333
01/05/1996,18,3.466667,8.1,213.3,?,57.5,26.667742,23.147742,20.219355,76.314516
01/06/1996,18,3.673333,9.5,186.6,?,72,26.196667,22.362667,19.42,79.05
01/07/1996,18,4.293548,10.1,192.1,?,34.9,25.4,21.738065,18.990323,77.08871
01/08/1996,18,4.192473,10.1,176,?,14.5,25.116129,21.674839,18.851613,74.580645
01/09/1996,36,4.141111,9.3,118,17,150.9,25.87,22.607333,20.006667,80.025
01/10/1996,36,4.725806,8.6,160.3,17,104.6,27.635484,24.025806,21.129032,79.120968
01/11/1996,36,4.298889,9.3,111,22,393.2,27.01,24.145333,21.466667,82.841667
01/12/1996,36,4.115054,9.8,139.8,17,151.4,30.177419,26.310968,23.419355,78.983871
01/01/1997,36,4.516129,8.6,222,?,122.8,30.619355,26.571613,23.893548,87.959677
01/02/1997,36,3.785185,7.8,214.1,16,70.1,30.664286,26.588571,23.642857,79.9375
01/03/1997,18,3.863441,10.5,169.4,17,301.6,28.790323,25.219355,22.558065,80.532258
01/04/1997,18,3.851685,10.1,181.3,?,137.8,28.81,24.92,21.976667,78.508333
01/05/1997,18,3.477419,9.8,210.3,?,65.6,27.251613,23.230323,20.354839,75.798387
01/06/1997,36,3.713333,7.8,239,?,5.2,28.07,23.138,19.856667,71.383333
01/07/1997,36,3.434375,9.1,227.5,?,12.8,26.725806,22.454194,19.580645,75.145161
01/08/1997,36,4.066667,10.1,250.1,?,13.2,27.351613,22.688387,19.635484,71.677419
01/09/1997,36,4.67,11.3,149.9,?,54,28.27,23.906667,21.013333,78.083333
01/10/1997,36,4.109677,12.5,160.8,17,98.4,28.190323,24.409677,21.56129,78.233871
01/11/1997,36,4.804444,9.5,196.2,?,127.3,30.326667,26.322,23.433333,77.95
01/12/1997,?,?,?,190.6,?,245,31.219355,27.100645,24.025806,76.403226
01/01/1998,36,4.196739,7.9,218.5,?,81.6,32.358065,27.889032,24.583871,74.959677
01/02/1998,36,5.12561,9.3,221.8,?,128.3,32.614286,28.115714,25,74.6875
01/03/1998,36,4.241935,11,231.8,?,36.9,32.041935,27.792903,24.641935,75.153226
01/04/1998,36,4.454444,8.8,182.3,?,10.3,31.253333,26.888,23.94,73.908333
01/05/1998,18,4.322581,9.5,157.1,?,2.5,28.925806,24.720645,22.025806,72.959677
01/06/1998,18,3.934444,11.1,147.5,?,17.4,26.306667,22.259333,19.383333,72.983333
01/07/1998,18,4.065591,9.3,218.2,?,29.6,26.951613,22.575484,19.677419,76.653226
01/08/1998,36,5.010753,10.6,194.4,?,48.7,28.183871,23.880645,21.148387,78.064516
01/09/1998,36,4.688889,11,180.3,?,23.2,28.196667,24.34,21.59,76.466667
01/10/1998,18,4.066667,8.6,97.8,22,224.6,27.267742,23.865161,21.364516,80.467742
01/11/1998,18,3.937778,8.6,91.8,21,221.3,26.513333,23.634667,21.143333,83.033333
01/12/1998,32,5.070968,9.8,210.7,?,40.8,30.983871,26.870323,23.829032,74.830645
01/01/1999,36,5.237634,9.3,247.1,?,83.4,32.016129,27.615484,24.348387,71.282258
01/02/1999,36,5.546429,8.3,260,?,6.1,32.475,27.985,24.739286,69.973214
01/03/1999,36,4.224731,8.1,211.2,?,102.8,31.377419,26.966452,23.848387,76.66129
01/04/1999,18,4.308889,10,189.6,?,96.9,29.14,25.415333,22.483333,76.183333
01/05/1999,18,4.254839,10,198.3,?,33.6,27.725806,23.473548,20.467742,73.580645
01/06/1999,18,3.355556,8.8,169.2,?,244.2,26.5,22.708667,20.19,81.233333
01/07/1999,18,4.101099,7.8,167,?,76.2,25.896774,22.154194,19.741935,81.08871
01/08/1999,18,4.302151,9.3,200.3,?,47.1,25.729032,21.689032,18.922581,73.766129
01/09/1999,36,5.432222,10.1,189.8,?,54.2,27.11,22.909333,20.056667,73.291667
01/10/1999,18,4.283871,9.3,129.5,?,103.8,26.003226,22.389677,19.732258,76.282258
01/11/1999,36,4.257778,8.3,90.1,23,308.8,26.153333,22.934,20.206667,83.258333
01/12/1999,36,3.755914,9.5,185.2,16,244.8,29.558065,25.663226,22.851613,80.040323
01/01/2000,36,3.795604,10.5,200.3,16,243.9,30.383871,26.294839,23.425806,76.733871
01/02/2000,18,3.730233,8,215,11,116.3,30.844828,26.812414,23.910345,77.12931
01/03/2000,18,3.223656,8.3,176.2,16,139.8,30.254839,26.28129,23.458065,77.145161
01/04/2000,18,3.641573,10.6,193.8,11,283,28.883333,25.172,22.383333,75.6
01/05/2000,18,3.717391,10.5,191.9,7,29,27.229032,23.22,20.458065,75.145161
01/06/2000,18,3.375556,9.5,202,10,85,27.236667,22.628667,19.68,76.283333
01/07/2000,18,4.305376,9.8,155.9,5,37.6,25.090323,21.540645,19.109677,74.024194
01/08/2000,18,4.60989,9.6,202.5,7,46,26.383871,22.072258,19.335484,74.112903
01/09/2000,36,4.183146,8,117.2,23,116,25.783333,22.376667,19.943333,80.45
01/10/2000,36,4.854839,9.8,211.1,6,10.5,29.680645,25.153548,21.383871,71.919355
01/11/2000,36,3.974157,8.3,133,16,198,28.816667,24.732667,20.823333,79.508333
01/12/2000,36,4.517582,8.8,191.4,14,257.1,30.180645,26.005806,21.922581,77.379032
01/01/2001,36,4.84186,9.6,250.3,10,53.5,31.687097,26.952258,22.890323,71.33871
01/02/2001,36,4.4225,8.1,248.4,9,84.6,32.835714,27.799286,23.557143,71.821429
01/03/2001,36,4.309783,9.3,246.3,8,82.1,32.070968,27.352903,23.341935,73.58871
01/04/2001,18,4.106818,8.8,231.3,4,1.6,31.193333,26.684,22.723333,72.391667
01/05/2001,36,3.520652,8.8,185.6,12,84.8,28.46129,24.081935,20.377419,76.91129
01/06/2001,36,3.042697,7.3,179.2,12,55.7,27.42,23.114667,19.726667,77.966667
01/07/2001,?,?,?,?,0,0,?,?,?,?
01/08/2001,?,?,?,?,?,?,?,?,?,?
01/09/2001,?,?,7.77,?,?,?,25.573684,?,18.944444,?
01/10/2001,36,3.345671,7.252,?,?,?,26.225806,23.494783,20.511111,82.1
01/11/2001,36,4.476674,9.5,?,?,?,28.29,24.814667,22.466667,83.85
01/12/2001,36,5.100927,17,?,?,?,29.403333,25.72,23.386667,78.23
01/01/2002,36,4.328178,7.77,?,?,?,30.529032,26.479333,23.583871,79.008621
01/02/2002,36,4.104835,7.252,?,?,?,30.396429,26.1424,23.532143,80.73
01/03/2002,36,4.313817,13,?,?,?,31.925806,27.35,24.325806,77.672414
01/04/2002,18,3.586924,8,223.5,?,?,30.293333,26.238,23.196667,78.85
01/05/2002,18,3.788483,9.1,217.3,13,70.9,29.203226,24.836774,22.129032,75.653226
01/06/2002,36,3.165118,6.5,191.8,9,47.8,27.89,23.702,20.97,81.175
01/07/2002,18,3.589581,8.6,158.6,13,32.4,26.183871,22.623871,20.158065,79.25
01/08/2002,36,3.195567,8,227.4,11,64.9,28.677419,23.936774,20.803226,74.508065
01/09/2002,18,3.686667,9.3,125.1,17,145.6,26.373333,22.614667,19.93,77.425
01/10/2002,36,4.942391,9.3,248.7,6,19.5,29.951613,25.474839,22.458065,71.137097
01/11/2002,36,5.596667,9.3,193.4,9,112.3,29.776667,25.764667,23.016667,73.325
01/12/2002,36,4.050403,8.8,129.5,16,212,30.912903,26.769677,23.932258,76.548387
01/01/2003,36,3.931183,8,148.8,14,206.7,31.206452,27.21871,24.287097,77.258065
01/02/2003,36,4.163855,8.3,246.6,3,11.8,32.807143,28.208571,24.885714,70.776786
01/03/2003,36,4.783696,9.6,251.2,5,6.6,32.406452,27.844516,24.583871,69.983871
01/04/2003,18,3.466279,9.6,201.6,10,160.7,30.573333,26.345333,23.286667,76.333333
01/05/2003,18,3.293407,8,188.3,10,33.8,28.364516,24.163226,21.3,76.048387
01/06/2003,36,2.927778,7.6,247.3,1,2.1,29.13,24.319333,21.1,75.275
01/07/2003,36,3.88022,8.3,194.4,14,55.4,27.577419,23.001935,19.867742,74.629032
01/08/2003,36,3.823656,8.5,166.7,11,27.3,26.016129,22.249032,19.622581,74.072581
01/09/2003,36,3.806742,8.3,130,12,29.7,26.31,22.832667,20.256667,77.325
01/10/2003,36,4.675,10,178,14,105.3,27.803226,23.993548,21.03871,72.483871
01/11/2003,36,5.537778,9.6,184.2,12,35.3,29.526667,25.518,22.71,74.333333
01/12/2003,36,3.971948,9.25992,149.3,16,314.4,30.322581,26.247742,23.4,77.491935
01/01/2004,36,3.899321,11.31768,126.2,24,345.4,29.093548,25.693548,23.267742,81.459677
01/02/2004,36,3.711237,7.8,174.7,14,115.7,30.372414,26.305517,23.527586,77.948276
01/03/2004,36,3.154823,8,180.8,16,216.6,29.987097,25.894839,22.93871,77.548387
01/04/2004,36,3.077079,6.5,155,16,125.7,29.503333,25.347333,22.49,79.533333
01/05/2004,36,3.393676,6.8,157.3,5,75.1,28.206452,24.176129,21.429032,75.217742
01/06/2004,36,2.799253,9.6,180,6,51.9,27.31,22.908667,19.966667,76.675
01/07/2004,18,3.920149,9.6,167.4,19,141.8,25.490323,21.483871,18.912903,78.701613
01/08/2004,36,?,?,241.6,12,75.2,26.632258,22.310323,19.416129,76.870968
01/09/2004,36,?,8,222.1,6,26.6,28.236667,23.896667,21.03,70.858333
01/10/2004,36,4.174527,10,170.7,13,126.1,28.5,24.327742,21.529032,73.153226
01/11/2004,36,4.657802,9,164.2,12,107.1,28.8,25.011333,22.403333,75
01/12/2004,36,3.138595,9,121.3,17,242.7,29.706897,25.777931,23.096552,79.068966
01/01/2005,36,3.359497,10,182.8,14,115.7,31.222581,26.891613,23.893548,76.25
01/02/2005,36,2.670792,6,168.4,15,219.8,30.532143,26.249286,23.203571,78.232143
01/03/2005,36,2.724778,8,191.7,16,197,31.070968,26.754839,23.76129,79.379032
01/04/2005,36,2.473726,9,197.6,10,43.7,30.816667,26.487333,23.293333,75.008333
01/05/2005,18,2.81142,9,164.1,19,204,28.545161,24.431613,21.551613,76.717742
01/06/2005,36,2.32138,7,162.1,19,194.1,26.86,22.825333,19.96,80.783333
01/07/2005,36,3.532638,12,184.7,10,96.3,26.145161,21.961935,18.967742,75.379032
01/08/2005,36,3.477102,12,214.8,11,84.1,27.796774,23.452903,20.348387,75.298387
01/09/2005,36,3.617208,10,125.6,15,157.6,26.483333,22.960667,20.43,78.725
01/10/2005,36,4.341959,9,228.1,4,20.4,30.177419,25.605161,22.429032,70.774194
01/11/2005,36,3.702888,9,80.3,19,272,27.526667,23.984,21.346667,81.166667
01/12/2005,18,?,?,152.1,15,185.8,29.635484,25.377857,22.125806,76.705357
01/01/2006,36,?,?,271.6,9,65,32.248387,27.383871,23.793548,70.346774
01/02/2006,36,?,?,243.8,5,29.9,34.128571,28.548571,24.892857,69.776786
01/03/2006,36,?,?,170.6,21,207,31.335484,26.818065,23.645161,78.032258
01/04/2006,18,?,?,174.7,11,214.6,29.466667,25.562,22.363333,76.233333
01/05/2006,18,?,?,210.2,4,1.3,27.909677,23.552903,20.222581,70.967742
01/06/2006,18,?,?,163.2,14,65.1,26.246667,21.927333,18.946667,76.283333
01/07/2006,36,?,?,207.5,9,62.5,26.932258,21.909032,18.422581,74.491935
01/08/2006,36,?,?,190.1,10,84.2,27.325806,22.907097,19.909677,73.879032
01/09/2006,36,?,?,147.9,15,66.4,26.646667,22.362667,19.32,75.941667
01/10/2006,36,?,?,120,21,66.5,27.274194,23.767742,21.051613,78.443548
01/11/2006,36,?,?,129.9,14,195.4,28.256667,24.609333,21.696667,79.833333
01/12/2006,36,?,?,115.6,18,326.7,29.63871,25.629677,22.751613,78.959677
01/01/2007,36,?,?,124.2,13,173.4,30.906452,26.643871,23.796774,79.604839
01/02/2007,36,?,?,182.8,14,87.2,30.760714,26.522143,23.192857,79.946429
01/03/2007,36,?,?,281.8,9,48.3,32.412903,27.75871,23.832258,78.33871
01/04/2007,18,?,?,191.7,13,101.9,30.82,26.296,22.826667,81.862069
01/05/2007,18,?,?,209.3,7,38.1,28.109677,23.685806,20.212903,79.798387
01/06/2007,36,?,?,222.8,8,13.6,28.276667,23.32,19.673333,81.108333
01/07/2007,36,?,?,194.6,4,2,27.703226,23.106452,20.080645,72
01/08/2007,36,?,?,203,13,47.6,27.258065,22.734194,19.43871,74.362903
01/09/2007,36,?,?,191.6,15,75,26.883333,22.79,19.686667,73
01/10/2007,36,?,?,202.3,9,32.1,28.980645,24.752903,21.370968,73.040323
01/11/2007,36,?,?,171.8,10,164.6,29.57,25.510667,22.33,73.716667
01/12/2007,36,?,?,230,15,94.2,30.66129,26.320645,23.116129,77.145161
01/01/2008,36,?,?,167.4,16,128.4,29.767742,25.607097,22.448387,75.814516
01/02/2008,36,?,?,188.3,11,173,31.448276,26.686207,23.255172,75.698276
01/03/2008,36,?,?,191.9,13,68.7,31.525806,26.832903,23.419355,77.653226
01/04/2008,36,?,?,209.8,6,73.3,31.48,26.803333,23.393333,76.758333
01/05/2008,18,?,?,205.7,5,47,27.951613,23.576129,20.022581,74.572581
01/06/2008,36,?,?,171.8,8,42.1,27.423333,22.876,19.76,74.283333
01/07/2008,18,?,?,223.1,6,28.3,26.793548,22.2,19.109677,71.024194
01/08/2008,36,?,?,217.7,4,26.8,27.932258,23.424516,20.570968,73.532258
01/09/2008,36,?,?,162.1,11,29.2,26.91,22.854667,20.043333,73.516667
01/10/2008,36,?,?,193.1,11,108.6,29.241935,24.885806,22,75.887097
01/11/2008,36,?,?,59.1,26,662.8,27.713333,24.188,21.716667,83.791667
01/12/2008,36,?,?,127.7,17,136.1,28.935484,25.303871,22.719355,?
01/01/2009,36,?,?,145.3,17,218.1,30.66129,26.527097,23.887097,78.064516
01/02/2009,36,?,?,245.8,8,49,32.378571,27.840714,24.789286,71.607143
01/03/2009,36,?,?,203.9,14,210.9,31.912903,27.413548,24.483871,?
01/04/2009,18,?,?,183.2,16,230.1,29.376667,25.479333,22.62,?
01/05/2009,36,?,?,195.5,10,70.3,28.248387,24.114839,21.054839,?
01/06/2009,18,?,?,164.3,5,46.5,26.13,22.343333,19.496667,?
01/07/2009,36,?,?,206,6,90,27.580645,23.092258,19.990323,?
01/08/2009,36,?,?,161.3,14,85.6,26.606452,22.69871,19.96129,?
01/09/2009,36,?,?,176.8,10,17.5,29.18,24.846667,21.993333,?
01/10/2009,36,?,?,149.2,12,406.4,28.651613,24.909677,22.174194,?
01/11/2009,36,?,?,253,5,144.3,31.54,26.994,23.9,?
01/12/2009,?,?,?,?,1,2,?,?,?,?
01/01/2010,36,?,?,301.4,1,15.6,33.567742,28.810323,25.645161,?
01/02/2010,36,?,?,233.5,7,57.1,33.475,28.743571,25.507143,?
01/03/2010,36,?,?,187.1,15,374.7,31.335484,27.476129,24.629032,?
01/04/2010,18,?,?,202.8,13,138.7,29.93,25.801333,22.863333,?
01/05/2010,18,?,?,199,9,113.4,28.441935,24.361935,21.266667,?
01/06/2010,18,?,?,185.5,10,68.6,26.023333,21.774667,18.55,?
01/07/2010,18,1.388889,5,174.7,16,94.9,26.419355,22.483226,19.754839,?
01/08/2010,36,2.580645,8,205.7,6,20.7,26.432258,22.004516,18.596774,?
01/09/2010,36,3.216667,9,185.8,8,27.8,27.48,23.355333,20.403333,?
01/10/2010,36,?,?,109.8,7,47.2,27.580645,23.92129,21.290323,?
01/11/2010,36,?,?,100.4,17,265.4,28.503333,24.726,21.863333,?
01/12/2010,?,?,?,?,0,0,?,?,?,?
01/01/2011,36,?,?,232.1,12,26.8,32.096774,27.463226,24.387097,?
01/02/2011,36,?,?,238.2,8,76.7,32.407143,27.85,24.807143,?
01/03/2011,18,?,?,125.1,21,277.4,29.845161,26.034839,23.567742,?
01/04/2011,36,?,?,149.9,21,384,29.766667,25.742,22.96,79.9
01/05/2011,18,?,?,223.6,3,72.3,27.883871,23.534194,20.522581,74.379032
01/06/2011,18,?,?,173.6,7,38.4,26.453333,22.328,19.546667,76.533333
01/07/2011,36,?,?,206.4,5,30.5,26.903226,22.307742,19.045161,75.669355
01/08/2011,36,?,?,218.9,6,13.4,28.16129,23.119355,19.964516,75.233871
01/09/2011,36,?,?,190.8,7,31.2,26.88,22.496667,19.59,71.341667
01/10/2011,36,?,?,115.3,18,141.6,27.316129,23.536774,21.003226,82.685484
01/11/2011,36,?,?,117.5,19,247.1,26.763333,23.380667,20.853333,81
01/12/2011,36,?,?,83.8,17,251.8,28.73871,25.192903,22.96129,?
01/01/2012,36,?,?,169.8,15,282.9,29.987097,25.954839,23.33871,81.435484
01/02/2012,36,?,?,246.4,9,73.6,31.32069,26.769655,23.837931,77.094828
01/03/2012,36,?,?,217.5,7,58.9,31.622581,26.859355,23.877419,74.419355
01/04/2012,36,?,?,189.5,12,30.1,30.8,26.346,23.406667,75.016667
01/05/2012,18,?,?,132.8,15,267.1,26.787097,22.969677,20.312903,81.935484
01/06/2012,36,1.966667,5,188.1,8,92.8,27.836667,23.807333,21.133333,79.616667
01/07/2012,36,1.666667,5,205.5,6,42.6,27.493548,22.96129,19.890323,?
01/08/2012,18,1.630137,4,189.9,22,238.4,26.645161,22.426452,19.296774,?
01/09/2012,36,3.437826,9,183.5,8,37.9,27.513333,23.217241,20.203333,74.341667
01/10/2012,36,2.913978,9,209.6,10,56,29.180645,24.770323,21.596774,75.790323
01/11/2012,36,2.044444,6,108.4,22,376.1,28.336667,24.555862,21.913333,83.416667
01/12/2012,36,2.88172,7,259,6,42.7,32.254839,27.832258,24.751613,72.951613
01/01/2013,36,2.666667,7,176.4,14,197.8,31.36129,26.920667,24.167742,?
01/02/2013,36,2.505952,5,231.2,6,39.2,32.15,27.575714,24.553571,73.598214
01/03/2013,36,2.247312,8,168.5,3,434.5,31.609677,26.811333,23.890323,78.072581
01/04/2013,18,1.445556,5,152.3,?,50.9,28.693333,24.968,22.163333,76.666667
01/05/2013,36,1.666667,8,179.5,?,76.1,28.487097,24.153548,21.125806,76.112903
01/06/2013,36,1.411111,5,194.6,?,84.8,28.436667,23.887333,20.673333,79
01/07/2013,18,2.033333,7,174.4,?,61,26.722581,22.705806,19.880645,77.895161
01/08/2013,36,2.16129,7,205,?,83.1,27.751613,22.956129,19.56129,74.467742
01/09/2013,36,2.311111,7,173.7,?,33.3,27.646667,23.571034,20.63,74.916667
01/10/2013,36,2.255914,5,145.9,?,68.9,28.051613,23.906897,21.109677,75.862903
01/11/2013,36,2.038889,9,155.5,?,351.1,28.683333,24.886667,21.946667,78.633333
01/12/2013,36,2.021505,5,123.7,?,713.9,29.76129,25.757333,23.16129,83.346774
01/01/2014,36,2.047619,7,264.8,?,51.1,31.741935,27.24129,24.335484,?
01/02/2014,36,1.72619,5,249.9,?,41.1,32.592857,27.880714,24.542857,71.75
01/03/2014,36,1.863014,5,223.2,?,90.9,31.751613,27.159333,24.283871,?
01/04/2014,18,1.688889,5,207.1,?,95.5,30.366667,26.072414,23.123333,74.4
01/05/2014,18,1.591398,5,184.1,?,5,29.090323,24.38,21.3,75.629032
01/06/2014,36,1.455556,5,178,?,51.2,28.066667,23.679333,20.746667,77.875
01/07/2014,36,1.591398,5,137.9,?,107.3,26.022581,22.190968,19.590323,80.935484
01/08/2014,36,2.194624,9,211.4,?,83.4,27.367742,22.549677,19.235484,75.951613
01/09/2014,36,2.8,7,230.1,?,23.7,28.463333,23.945333,20.883333,71.158333
01/10/2014,36,2.731183,8,160.9,?,286.6,28.212903,23.85871,20.641935,75.491935
01/11/2014,36,2.622222,9,185.7,?,68.7,28.986667,25.32,22.583333,74.433333
01/12/2014,36,2.333333,7,248.6,?,86.1,31.235484,26.776667,23.574194,71.016129
01/01/2015,36,2.842857,7,301.4,0,0,33.177419,27.982,24.954839,?
01/02/2015,36,2.178571,7,210.1,?,53.9,32.964286,28.004286,25.160714,72.1875
01/03/2015,36,1.806762,7,212.8,?,48.9,32.6,27.684828,24.654839,73.725806
01/04/2015,18,1.533333,7,164.3,?,31.8,30.583333,26.191333,23.046667,74.908333
01/05/2015,18,1.215054,3,148,?,199.8,27.780645,23.660645,20.919355,80.41129
01/06/2015,36,1.601111,10.1,163,?,109.1,27.886667,23.357931,20.636667,79.083333
01/07/2015,36,1.586022,5,167.2,?,12.5,27.745161,23.42129,20.603226,78.233871
01/08/2015,36,1.562366,5,205.6,?,40.6,28.048387,23.161538,20.187097,74.983871
01/09/2015,36,2.888889,9,186.7,?,27.8,30.17,25.078667,21.906667,73.491667
01/10/2015,36,2.692308,7,186.9,?,54.6,30.283871,25.747742,22.790323,72.177419
01/11/2015,36,2.077778,5,170.2,?,61.2,31.93,27.378519,24.506667,72.266667
01/12/2015,36,2.193548,5,212,?,87.8,32.725806,28.125806,25.180645,71.790323
01/01/2016,36,1.793651,5,164.2,?,186,31.274194,26.915172,24.425806,?
